Name,Brand,Model,Inches,Price,Price_Category,DisplayType,Resolution,Colour,Width,Height,PPI,Original_Brand
kodak 32hdx900s 32 inch (81 cm) led hd-ready tv,Kodak,32hdx900s 3,32,7999,Budget,HD-Ready,1366x768,Black,1366,768,48.97,kodak
lg 32lq576bpsa 32 inch (81 cm) led hd-ready tv,Lg,32lq576bpsa 3,32,22990,Affordable,HD-Ready,1366x768,Black,1366,768,48.97,lg
nokia 43tauhdn 43 inch (109 cm) led 4k tv,Nokia,43tauhdn 4,43,32999,Mid-range,4K,3840x2160,Black,3840,2160,102.46,nokia
vu 50gloled 50 inch (127 cm) led 4k tv,Vu,50gloled 5,50,32999,Mid-range,4K,3840x2160,Black,3840,2160,88.12,vu
vu 55gloled 55 inch (139 cm) led 4k tv,Vu,55gloled 5,55,36999,Mid-range,4K,3840x2160,Black,3840,2160,80.11,vu
vu 65gloled 65 inch (165 cm) led 4k tv,Vu,65gloled 6,65,55999,Mid-range,4K,3840x2160,Black,3840,2160,67.78,vu
acer i series ar75ar2851udfl 75 inch (190 cm) led 4k tv,Acer,i series ar75ar2851udfl 7,75,89999,High-end,4K,3840x2160,Black,3840,2160,58.74,acer
blaupunkt cybersound g2 40csg7112 40 inch (101 cm) led full hd tv,Blaupunkt,cybersound g2 40csg7112 4,40,14999,Affordable,Full HD,1920x1080,Black,1920,1080,55.07,blaupunkt
blaupunkt cybersound g2 43csg7105 43 inch (109 cm) led full hd tv,Blaupunkt,cybersound g2 43csg7105 4,43,16999,Affordable,Full HD,1920x1080,Black,1920,1080,51.23,blaupunkt
samsung ua55aue60ak 55 inch (139 cm) led 4k tv,Samsung,ua55aue60ak 5,55,44490,Mid-range,4K,3840x2160,Black,3840,2160,80.11,samsung
blaupunkt cybersound 40csa7809 40 inch (101 cm) led hd-ready tv,Blaupunkt,cybersound 40csa7809 4,40,14999,Affordable,HD-Ready,1366x768,Black,1366,768,39.18,blaupunkt
blaupunkt 32csa7101 32 inch (81 cm) led hd-ready tv,Blaupunkt,32csa7101 3,32,9999,Budget,HD-Ready,1366x768,Black,1366,768,48.97,blaupunkt
blaupunkt cybersound g2 series 32csg7111 32 inch (81 cm) led hd-ready tv,Blaupunkt,cybersound g2 series 32csg7111 3,32,10799,Affordable,HD-Ready,1366x768,Black,1366,768,48.97,blaupunkt
motorola 43sauhdmg 43 inch (109 cm) led 4k tv,Motorola,43sauhdmg 4,43,31990,Mid-range,4K,3840x2160,Black,3840,2160,102.46,motorola
motorola 55sauhdm 55 inch (139 cm) led 4k tv,Motorola,55sauhdm 5,55,39999,Mid-range,4K,3840x2160,Black,3840,2160,80.11,motorola
motorola 50sauhdm 50 inch (127 cm) led 4k tv,Motorola,50sauhdm 5,50,33999,Mid-range,4K,3840x2160,Black,3840,2160,88.12,motorola
motorola 65sauhdm 65 inch (165 cm) led 4k tv,Motorola,65sauhdm 6,65,64999,High-end,4K,3840x2160,Black,3840,2160,67.78,motorola
samsung ua32te40aak 32 inch (81 cm) led hd-ready tv,Samsung,ua32te40aak 3,32,18490,Affordable,HD-Ready,1366x768,Grey,1366,768,48.97,samsung
realme smart tv 32 inch (81 cm) led full hd tv,Realme,smart tv 3,32,15500,Affordable,Full HD,1920x1080,Black,1920,1080,68.84,realme
acer p series ar40ar2841fdfl 40 inch (101 cm) led full hd tv,Acer,p series ar40ar2841fdfl 4,40,16999,Affordable,Full HD,1920x1080,Black,1920,1080,55.07,acer
samsung ua55cu8570u 55 inch (139 cm) led 4k tv,Samsung,ua55cu8570u 5,55,71990,High-end,4K,3840x2160,Other,3840,2160,80.11,samsung
samsung ua43cu8570u 43 inch (109 cm) led 4k tv,Samsung,ua43cu8570u 4,43,50490,Mid-range,4K,3840x2160,Other,3840,2160,102.46,samsung
samsung ua65cu8570u 65 inch (165 cm) led 4k tv,Samsung,ua65cu8570u 6,65,107990,Premium,4K,3840x2160,Other,3840,2160,67.78,samsung
kodak 24hdx100s 24 inch (60 cm) led hd-ready tv,Kodak,24hdx100s 2,24,5999,Budget,HD-Ready,1366x768,Black,1366,768,65.3,kodak
kodak 50uhdx7xprobl 50 inch (127 cm) led 4k tv,Kodak,50uhdx7xprobl 5,50,25999,Affordable,4K,3840x2160,Black,3840,2160,88.12,kodak
kodak 55uhdx7xprobl 55 inch (139 cm) led 4k tv,Kodak,55uhdx7xprobl 5,55,27999,Affordable,4K,3840x2160,Black,3840,2160,80.11,kodak
lg 43lm5650pta 43 inch (109 cm) led full hd tv,Lg,43lm5650pta 4,43,28990,Affordable,Full HD,1920x1080,Black,1920,1080,51.23,lg
thomson phoenix q43h1110 43 inch (109 cm) qled 4k tv,Thomson,phoenix q43h1110 4,43,20999,Affordable,4K,3840x2160,Black,3840,2160,102.46,thomson
thomson q55h1001 55 inch (139 cm) qled 4k tv,Thomson,q55h1001 5,55,26999,Affordable,4K,3840x2160,Black,3840,2160,80.11,thomson
tcl 43p635 43 inch (109 cm) led 4k tv,Tcl,43p635 4,43,23741,Affordable,4K,3840x2160,Black,3840,2160,102.46,tcl
tcl 65p635 pro 65 inch (165 cm) led 4k tv,Tcl,65p635 pro 6,65,51999,Mid-range,4K,3840x2160,Black,3840,2160,67.78,tcl
tcl 50p635 pro 50 inch (127 cm) led 4k tv,Tcl,50p635 pro 5,50,33990,Mid-range,4K,3840x2160,Black,3840,2160,88.12,tcl
tcl 75p635 pro 75 inch (190 cm) led 4k tv,Tcl,75p635 pro 7,75,109990,Premium,4K,3840x2160,Black,3840,2160,58.74,tcl
tcl 65p635 65 inch (165 cm) led 4k tv,Tcl,65p635 6,65,49990,Mid-range,4K,3840x2160,Black,3840,2160,67.78,tcl
panasonic th-43mx660dx 43 inch (109 cm) led 4k tv,Panasonic,th-43mx660dx 4,43,29990,Affordable,4K,3840x2160,Black,3840,2160,102.46,panasonic
thomson 32path0011bl 32 inch (81 cm) led hd-ready tv,Thomson,32path0011bl 3,32,11499,Affordable,HD-Ready,1366x768,Black,1366,768,48.97,thomson
tcl 32s65a 32 inch (81 cm) led hd-ready tv,Tcl,32s65a 3,32,17999,Affordable,HD-Ready,1366x768,Black,1366,768,48.97,tcl
hisense tornado 55a7k 55 inch (139 cm) led 4k tv,Hisense,tornado 55a7k 5,55,41999,Mid-range,4K,3840x2160,Grey,3840,2160,80.11,hisense
lg 55uq8020psb 55 inch (139 cm) led 4k tv,Lg,55uq8020psb 5,55,46990,Mid-range,4K,3840x2160,Black,3840,2160,80.11,lg
lg 43uq8020psb 43 inch (109 cm) led 4k tv,Lg,43uq8020psb 4,43,34990,Mid-range,4K,3840x2160,Black,3840,2160,102.46,lg
lg 65uq8020psb 65 inch (165 cm) led 4k tv,Lg,65uq8020psb 6,65,69990,High-end,4K,3840x2160,Black,3840,2160,67.78,lg
toshiba 43v35mp 43 inch (109 cm) led full hd tv,Toshiba,43v35mp 4,43,22999,Affordable,Full HD,1920x1080,Black,1920,1080,51.23,toshiba
toshiba 32v35mp 32 inch (81 cm) led hd-ready tv,Toshiba,32v35mp 3,32,12999,Affordable,HD-Ready,1366x768,Black,1366,768,48.97,toshiba
hisense 65a7h 65 inch (165 cm) led 4k tv,Hisense,65a7h 6,65,63248,High-end,4K,3840x2160,Grey,3840,2160,67.78,hisense
tcl 43p635 pro 43 inch (109 cm) led 4k tv,Tcl,43p635 pro 4,43,27990,Affordable,4K,3840x2160,Black,3840,2160,102.46,tcl
tcl 75p635 75 inch (190 cm) led 4k tv,Tcl,75p635 7,75,69990,High-end,4K,3840x2160,Black,3840,2160,58.74,tcl
blaupunkt cybersound g2 55csgt7023 55 inch (139 cm) led 4k tv,Blaupunkt,cybersound g2 55csgt7023 5,55,29999,Affordable,4K,3840x2160,Black,3840,2160,80.11,blaupunkt
tcl 32s5400 32 inch (81 cm) led full hd tv,Tcl,32s5400 3,32,15990,Affordable,Full HD,1920x1080,Black,1920,1080,68.84,tcl
blaupunkt cybersound g2 50csgt7022 50 inch (127 cm) led 4k tv,Blaupunkt,cybersound g2 50csgt7022 5,50,25999,Affordable,4K,3840x2160,Black,3840,2160,88.12,blaupunkt
toshiba 43c350mp 43 inch (109 cm) led 4k tv,Toshiba,43c350mp 4,43,23999,Affordable,4K,3840x2160,Silver,3840,2160,102.46,toshiba
toshiba 75c350mp 75 inch (190 cm) led 4k tv,Toshiba,75c350mp 7,75,79999,High-end,4K,3840x2160,Black,3840,2160,58.74,toshiba
toshiba 55c350mp 55 inch (139 cm) led 4k tv,Toshiba,55c350mp 5,55,32999,Mid-range,4K,3840x2160,Silver,3840,2160,80.11,toshiba
toshiba 50c350mp 50 inch (127 cm) led 4k tv,Toshiba,50c350mp 5,50,29999,Affordable,4K,3840x2160,Silver,3840,2160,88.12,toshiba
toshiba 43c350lp 43 inch (109 cm) led 4k tv,Toshiba,43c350lp 4,43,27999,Affordable,4K,3840x2160,Silver,3840,2160,102.46,toshiba
toshiba 50c350lp 50 inch (127 cm) led 4k tv,Toshiba,50c350lp 5,50,33999,Mid-range,4K,3840x2160,Silver,3840,2160,88.12,toshiba
toshiba 55c350lp 55 inch (139 cm) led 4k tv,Toshiba,55c350lp 5,55,38668,Mid-range,4K,3840x2160,Silver,3840,2160,80.11,toshiba
blaupunkt cyber sound 65csa7030 65 inch (165 cm) led 4k tv,Blaupunkt,cyber sound 65csa7030 6,65,47999,Mid-range,4K,3840x2160,"Black,Silver",3840,2160,67.78,blaupunkt
blaupunkt 43csa7070 43 inch (109 cm) led 4k tv,Blaupunkt,43csa7070 4,43,24999,Affordable,4K,3840x2160,Black,3840,2160,102.46,blaupunkt
hisense 55a6k 55 inch (139 cm) led 4k tv,Hisense,55a6k 5,55,31999,Mid-range,4K,3840x2160,Black,3840,2160,80.11,hisense
hisense 43a6k 43 inch (109 cm) led 4k tv,Hisense,43a6k 4,43,27999,Affordable,4K,3840x2160,Black,3840,2160,102.46,hisense
hisense 50a6k 50 inch (127 cm) led 4k tv,Hisense,50a6k 5,50,29999,Affordable,4K,3840x2160,Black,3840,2160,88.12,hisense
hisense 50a6h 50 inch (127 cm) led 4k tv,Hisense,50a6h 5,50,32990,Mid-range,4K,3840x2160,Black,3840,2160,88.12,hisense
hisense 50e7k 50 inch (127 cm) qled 4k tv,Hisense,50e7k 5,50,29999,Affordable,4K,3840x2160,Black,3840,2160,88.12,hisense
hisense 43e7k 43 inch (109 cm) qled 4k tv,Hisense,43e7k 4,43,28999,Affordable,4K,3840x2160,Black,3840,2160,102.46,hisense
dyanora dy-ld24h0n 24 inch (60 cm) led hd-ready tv,Dyanora,dy-ld24h0n 2,24,5999,Budget,HD-Ready,1366x768,Black,1366,768,65.3,dyanora
motorola 43sauhdm 43 inch (109 cm) led 4k tv,Motorola,43sauhdm 4,43,22499,Affordable,4K,3840x2160,Black,3840,2160,102.46,motorola
dyanora sigma dy-ld24h1s 24 inch (60 cm) led hd-ready tv,Dyanora,sigma dy-ld24h1s 2,24,6999,Budget,HD-Ready,1366x768,Black,1366,768,65.3,dyanora
dyanora dy-ld43u0s 43 inch (109 cm) led 4k tv,Dyanora,dy-ld43u0s 4,43,19499,Affordable,4K,3840x2160,Black,3840,2160,102.46,dyanora
hisense 43a71f 43 inch (109 cm) led 4k tv,Hisense,43a71f 4,43,27990,Affordable,4K,3840x2160,Black,3840,2160,102.46,hisense
hisense 65e7k 65 inch (165 cm) qled 4k tv,Hisense,65e7k 6,65,49999,Mid-range,4K,3840x2160,Black,3840,2160,67.78,hisense
samsung ua43te50aak 43 inch (109 cm) led full hd tv,Samsung,ua43te50aak 4,43,32990,Mid-range,Full HD,1920x1080,Black,1920,1080,51.23,samsung
motorola envision 55uhdadmxsbe 55 inch (139 cm) led 4k tv,Motorola,envision 55uhdadmxsbe 5,55,29999,Affordable,4K,3840x2160,Black,3840,2160,80.11,motorola
motorola revou 2 32hdadmvvee 32 inch (81 cm) led hd-ready tv,Motorola,revou 2 32hdadmvvee 3,32,10999,Affordable,HD-Ready,1366x768,Silver,1366,768,48.97,motorola
motorola revou 2 55uhdadmvvge 55 inch (139 cm) led 4k tv,Motorola,revou 2 55uhdadmvvge 5,55,30999,Mid-range,4K,3840x2160,Silver,3840,2160,80.11,motorola
motorola revou 2 50uhdadmvvge 50 inch (127 cm) led 4k tv,Motorola,revou 2 50uhdadmvvge 5,50,27499,Affordable,4K,3840x2160,Silver,3840,2160,88.12,motorola
panasonic th-32ms660dx 32 inch (81 cm) led hd-ready tv,Panasonic,th-32ms660dx 3,32,14990,Affordable,HD-Ready,1366x768,Black,1366,768,48.97,panasonic
panasonic th-43ms660dx 43 inch (109 cm) led hd-ready tv,Panasonic,th-43ms660dx 4,43,27499,Affordable,HD-Ready,1366x768,Black,1366,768,36.44,panasonic
xiaomi mi tv q1 75 inch (190 cm) qled 4k tv,Xiaomi,mi tv q1 7,75,109999,Premium,4K,8480x2160,Black,3840,2160,116.68,xiaomi
lg 43lm5600ptc 43 inch (109 cm) led full hd tv,Lg,43lm5600ptc 4,43,32490,Mid-range,Full HD,1920x1080,Black,1920,1080,51.23,lg
blaupunkt quantum dot 43qd7050 43 inch (109 cm) qled 4k tv,Blaupunkt,quantum dot 43qd7050 4,43,21999,Affordable,4K,3840x2160,Black,3840,2160,102.46,blaupunkt
blaupunkt 55qd7020 55 inch (139 cm) qled 4k tv,Blaupunkt,55qd7020 5,55,33999,Mid-range,4K,3840x2160,Black,3840,2160,80.11,blaupunkt
vu 43ca 43 inch (109 cm) led 4k tv,Vu,43ca 4,43,24999,Affordable,4K,3840x2160,Black,3840,2160,102.46,vu
blaupunkt 50qd7010 50 inch (127 cm) qled 4k tv,Blaupunkt,50qd7010 5,50,28999,Affordable,4K,3840x2160,Black,3840,2160,88.12,blaupunkt
blaupunkt 65qd7030 65 inch (165 cm) qled 4k tv,Blaupunkt,65qd7030 6,65,47999,Mid-range,4K,3840x2160,Black,3840,2160,67.78,blaupunkt
xiaomi mi tv q1 55 inch (139 cm) qled 4k tv,Xiaomi,mi tv q1 5,55,59999,Mid-range,4K,3840x2160,Grey,3840,2160,80.11,xiaomi
motorola envisionx 55uhdgqmbsgq 55 inch (139 cm) qled 4k tv,Motorola,envisionx 55uhdgqmbsgq 5,55,29999,Affordable,4K,3840x2160,Black,3840,2160,80.11,motorola
hisense 55u7h 55 inch (139 cm) qled 4k tv,Hisense,55u7h 5,55,54999,Mid-range,4K,3840x2160,Black,3840,2160,80.11,hisense
hisense 65u7h 65 inch (165 cm) qled 4k tv,Hisense,65u7h 6,65,76999,High-end,4K,3840x2160,Black,3840,2160,67.78,hisense
sony bravia kd-55x80aj 55 inch (139 cm) led 4k tv,Sony,bravia kd-55x80aj 5,55,65999,High-end,4K,3840x2160,Black,3840,2160,80.11,sony
lg 43uq7550psf 43 inch (109 cm) led 4k tv,Lg,43uq7550psf 4,43,34990,Mid-range,4K,3840x2160,Black,3840,2160,102.46,lg
lg 55uq7550psf 55 inch (139 cm) led 4k tv,Lg,55uq7550psf 5,55,47776,Mid-range,4K,3840x2160,Black,3840,2160,80.11,lg
motorola envisionx 65uhdgqmbsgq 65 inch (165 cm) qled 4k tv,Motorola,envisionx 65uhdgqmbsgq 6,65,43999,Mid-range,4K,3840x2160,Black,3840,2160,67.78,motorola
beethosol ledstvbg3284hd27-dn 32 inch (81 cm) led hd-ready tv,Beethosol,ledstvbg3284hd27-dn 3,32,8049,Budget,HD-Ready,1366x768,Black,1366,768,48.97,beethosol
dyanora dy-ld50u1s 50 inch (127 cm) led 4k tv,Dyanora,dy-ld50u1s 5,50,26499,Affordable,4K,3840x2160,Black,3840,2160,88.12,dyanora
beethosol ledsmtbg4389fhdz37-dn 43 inch (109 cm) led full hd tv,Beethosol,ledsmtbg4389fhdz37-dn 4,43,15149,Affordable,Full HD,1920x1080,Black,1920,1080,51.23,beethosol
beethosol atvbg24hdek 24 inch (60 cm) led hd-ready tv,Beethosol,atvbg24hdek 2,24,5299,Budget,HD-Ready,1366x768,Grey,1366,768,65.3,beethosol
marq 24hdndqppab 24 inch (60 cm) led hd-ready tv,Marq,24hdndqppab 2,24,5499,Budget,HD-Ready,1366x768,Black,1366,768,65.3,marq
compaq hueq x cqv55ax1ud 55 inch (139 cm) led 4k tv,Compaq,hueq x cqv55ax1ud 5,55,48999,Mid-range,4K,3840x2160,Black,3840,2160,80.11,compaq
compaq hueq x cq4300fhdab 43 inch (109 cm) led full hd tv,Compaq,hueq x cq4300fhdab 4,43,14999,Affordable,Full HD,1920x1080,Black,1920,1080,51.23,compaq
xiaomi mi tv 4x 65 inch (165 cm) led 4k tv,Xiaomi,mi tv 4x 6,65,54999,Mid-range,4K,3840x2160,Black,3840,2160,67.78,xiaomi
hisense 75a6h 75 inch (190 cm) led 4k tv,Hisense,75a6h 7,75,99999,High-end,4K,3840x2160,Black,3840,2160,58.74,hisense
motorola envisionx 43fhdgdmbsxp 43 inch (109 cm) led full hd tv,Motorola,envisionx 43fhdgdmbsxp 4,43,16999,Affordable,Full HD,1920x1080,Black,1920,1080,51.23,motorola
motorola envisionx 40fhdgdmbsxp 40 inch (101 cm) led full hd tv,Motorola,envisionx 40fhdgdmbsxp 4,40,18999,Affordable,Full HD,1920x1080,Black,1920,1080,55.07,motorola
motorola envisionx 32hdgdmwsbe 32 inch (81 cm) led hd-ready tv,Motorola,envisionx 32hdgdmwsbe 3,32,11999,Affordable,HD-Ready,1366x768,Black,1366,768,48.97,motorola
sens pikaso sens55wasuhd 55 inch (139 cm) led 4k tv,Sens,pikaso sens55wasuhd 5,55,25999,Affordable,4K,3840x2160,Black,3840,2160,80.11,sens
sens sens43wasuhd 43 inch (109 cm) led 4k tv,Sens,sens43wasuhd 4,43,19999,Affordable,4K,3840x2160,Black,3840,2160,102.46,sens
sony bravia kd-55x80j 55 inch (139 cm) led 4k tv,Sony,bravia kd-55x80j 5,55,74890,High-end,4K,3840x2160,Black,3840,2160,80.11,sony
samsung the frame qa65ls03bak 65 inch (165 cm) qled 4k tv,Samsung,the frame qa65ls03bak 6,65,134990,Premium,4K,3840x2160,Black,3840,2160,67.78,samsung
samsung the frame qa55ls03bak 55 inch (139 cm) qled 4k tv,Samsung,the frame qa55ls03bak 5,55,99990,High-end,4K,3840x2160,Black,3840,2160,80.11,samsung
samsung the frame qa50ls03bak 50 inch (127 cm) qled 4k tv,Samsung,the frame qa50ls03bak 5,50,79990,High-end,4K,3840x2160,Black,3840,2160,88.12,samsung
tcl 43t6g 43 inch (109 cm) qled 4k tv,Tcl,43t6g 4,43,28990,Affordable,4K,3840x2160,Grey,3840,2160,102.46,tcl
tcl 50t6g 50 inch (127 cm) qled 4k tv,Tcl,50t6g 5,50,33990,Mid-range,4K,3840x2160,Black,3840,2160,88.12,tcl
lg 43up7720pty 43 inch (109 cm) led 4k tv,Lg,43up7720pty 4,43,37070,Mid-range,4K,3840x2160,Other,3840,2160,102.46,lg
toshiba 55m550lp 55 inch (139 cm) qled 4k tv,Toshiba,55m550lp 5,55,39999,Mid-range,4K,3840x2160,Black,3840,2160,80.11,toshiba
toshiba 65m550lp 65 inch (165 cm) qled 4k tv,Toshiba,65m550lp 6,65,56999,Mid-range,4K,3840x2160,Black,3840,2160,67.78,toshiba
hisense 70a71f 70 inch (177 cm) led 4k tv,Hisense,70a71f 7,70,91999,High-end,4K,3840x2160,Black,3840,2160,62.94,hisense
acer h series ar43ar2851udpro 43 inch (109 cm) led 4k tv,Acer,h series ar43ar2851udpro 4,43,36990,Mid-range,4K,3840x2160,Black,3840,2160,102.46,acer
kodak 50mt5011 50 inch (127 cm) qled 4k tv,Kodak,50mt5011 5,50,28999,Affordable,4K,3840x2160,Black,3840,2160,88.12,kodak
kodak 65mt5033 65 inch (165 cm) qled 4k tv,Kodak,65mt5033 6,65,46999,Mid-range,4K,3840x2160,Black,3840,2160,67.78,kodak
lg 55up7720pty 55 inch (139 cm) led 4k tv,Lg,55up7720pty 5,55,51999,Mid-range,4K,3840x2160,Other,3840,2160,80.11,lg
lg 65up7720pty 65 inch (165 cm) led 4k tv,Lg,65up7720pty 6,65,74990,High-end,4K,3840x2160,Other,3840,2160,67.78,lg
thomson 43tm4377 43 inch (109 cm) led 4k tv,Thomson,43tm4377 4,43,27999,Affordable,4K,3840x2160,Black,3840,2160,102.46,thomson
acer i series ar65gr2851udfl 65 inch (165 cm) led 4k tv,Acer,i series ar65gr2851udfl 6,65,50999,Mid-range,4K,3840x2160,Grey,3840,2160,67.78,acer
acer i series ar75gr2851udfl 75 inch (190 cm) led 4k tv,Acer,i series ar75gr2851udfl 7,75,79999,High-end,4K,3840x2160,Grey,3840,2160,58.74,acer
marq 24hdcdqee1b 24 inch (60 cm) led hd-ready tv,Marq,24hdcdqee1b 2,24,7099,Budget,HD-Ready,1366x768,Black,1366,768,65.3,marq
marq 43fhdcdqee1b 43 inch (109 cm) led full hd tv,Marq,43fhdcdqee1b 4,43,15249,Affordable,Full HD,1920x1080,Black,1920,1080,51.23,marq
beethosol ledstvbg3273hd27-dn 32 inch (81 cm) led hd-ready tv,Beethosol,ledstvbg3273hd27-dn 3,32,8049,Budget,HD-Ready,1366x768,Black,1366,768,48.97,beethosol
motorola envisionx 43uhdgdmbsxp 43 inch (109 cm) led 4k tv,Motorola,envisionx 43uhdgdmbsxp 4,43,22999,Affordable,4K,3840x2160,Black,3840,2160,102.46,motorola
sony bravia kd-55x75k 55 inch (139 cm) led 4k tv,Sony,bravia kd-55x75k 5,55,60980,High-end,4K,3840x2160,Black,3840,2160,80.11,sony
acer v series ar50gr2851vqd 50 inch (127 cm) qled 4k tv,Acer,v series ar50gr2851vqd 5,50,30999,Mid-range,4K,3840x2160,Black,3840,2160,88.12,acer
tcl 55c715 55 inch (139 cm) qled 4k tv,Tcl,55c715 5,55,54990,Mid-range,4K,3840x2160,Black,3840,2160,80.11,tcl
tcl 50c715 50 inch (127 cm) qled 4k tv,Tcl,50c715 5,50,47759,Mid-range,4K,3840x2160,Black,3840,2160,88.12,tcl
motorola envisionx 86uhdadmbs5e 86 inch (218 cm) led 4k tv,Motorola,envisionx 86uhdadmbs5e 8,86,119999,Premium,4K,3840x2160,Black,3840,2160,51.23,motorola
motorola envisionx 70uhdgdmbs5e 70 inch (177 cm) led 4k tv,Motorola,envisionx 70uhdgdmbs5e 7,70,59999,Mid-range,4K,3840x2160,Black,3840,2160,62.94,motorola
motorola envisionx 65uhdgdmbsxp 65 inch (165 cm) led 4k tv,Motorola,envisionx 65uhdgdmbsxp 6,65,41999,Mid-range,4K,3840x2160,Black,3840,2160,67.78,motorola
motorola envisionx 50uhdgdmbsxp 50 inch (127 cm) led 4k tv,Motorola,envisionx 50uhdgdmbsxp 5,50,24999,Affordable,4K,3840x2160,Grey,3840,2160,88.12,motorola
motorola 55uhdgdmbsxp 55 inch (139 cm) led 4k tv,Motorola,55uhdgdmbsxp 5,55,31999,Mid-range,4K,3840x2160,Black,3840,2160,80.11,motorola
toshiba 55m550mp 55 inch (139 cm) qled 4k tv,Toshiba,55m550mp 5,55,50999,Mid-range,4K,3840x2160,Black,3840,2160,80.11,toshiba
hisense 43u6k 43 inch (109 cm) qled 4k tv,Hisense,43u6k 4,43,24999,Affordable,4K,3840x2160,Grey,3840,2160,102.46,hisense
tcl 43c645 43 inch (109 cm) qled 4k tv,Tcl,43c645 4,43,32990,Mid-range,4K,3840x2160,Black,3840,2160,102.46,tcl
tcl 65c645 65 inch (165 cm) qled 4k tv,Tcl,65c645 6,65,71990,High-end,4K,3840x2160,Black,3840,2160,67.78,tcl
tcl 50c645 50 inch (127 cm) qled 4k tv,Tcl,50c645 5,50,35990,Mid-range,4K,3840x2160,Black,3840,2160,88.12,tcl
tcl 55c645 55 inch (139 cm) qled 4k tv,Tcl,55c645 5,55,42990,Mid-range,4K,3840x2160,Black,3840,2160,80.11,tcl
sony bravia kd-43x75k 43 inch (109 cm) led 4k tv,Sony,bravia kd-43x75k 4,43,47990,Mid-range,4K,3840x2160,Black,3840,2160,102.46,sony
hisense 55u6k 55 inch (139 cm) qled 4k tv,Hisense,55u6k 5,55,39999,Mid-range,4K,3840x2160,Black,3840,2160,80.11,hisense
hisense 65u6k 65 inch (165 cm) qled 4k tv,Hisense,65u6k 6,65,56999,Mid-range,4K,3840x2160,Black,3840,2160,67.78,hisense
sony bravia kd-65x7400h 65 inch (165 cm) led 4k tv,Sony,bravia kd-65x7400h 6,65,76800,High-end,4K,3840x2160,Black,3840,2160,67.78,sony
sansui jsw55asuhd 55 inch (139 cm) led 4k tv,Sansui,jsw55asuhd 5,55,34199,Mid-range,4K,3840x2160,Black,3840,2160,80.11,sansui
tcl l43s6500fs 43 inch (109 cm) led full hd tv,Tcl,l43s6500fs 4,43,26732,Affordable,Full HD,1920x1080,Black,1920,1080,51.23,tcl
hisense 55e7k 55 inch (139 cm) qled 4k tv,Hisense,55e7k 5,55,34999,Mid-range,4K,3840x2160,Black,3840,2160,80.11,hisense
sansui jsw50gsuhd 50 inch (127 cm) led 4k tv,Sansui,jsw50gsuhd 5,50,31999,Mid-range,4K,3840x2160,Black,3840,2160,88.12,sansui
foxsky 40fsfhs 40 inch (101 cm) led full hd tv,Foxsky,40fsfhs 4,40,12499,Affordable,Full HD,1920x1080,Black,1920,1080,55.07,foxsky
tcl 55c635 55 inch (139 cm) qled 4k tv,Tcl,55c635 5,55,49490,Mid-range,4K,3840x2160,Black,3840,2160,80.11,tcl
tcl 43c635 43 inch (109 cm) qled full hd tv,Tcl,43c635 4,43,39210,Mid-range,Full HD,1920x1080,Black,1920,1080,51.23,tcl
sansui jsw70gsuhdff 70 inch (190 cm) led 4k tv,Sansui,jsw70gsuhdff 7,70,69999,High-end,4K,3840x2160,Black,3840,2160,62.94,sansui
sens 32wcshd 32 inch (81 cm) led hd-ready tv,Sens,32wcshd 3,32,7499,Budget,HD-Ready,1366x768,Black,1366,768,48.97,sens
samsung qa50ls03aak 50 inch (127 cm) qled 4k tv,Samsung,qa50ls03aak 5,50,75990,High-end,4K,3840x2160,Black,3840,2160,88.12,samsung
tcl 50c635 50 inch (127 cm) qled 4k tv,Tcl,50c635 5,50,44990,Mid-range,4K,3840x2160,Black,3840,2160,88.12,tcl
motorola 43uhdadmrs3p 43 inch (109 cm) led 4k tv,Motorola,43uhdadmrs3p 4,43,29999,Affordable,4K,3840x2160,Black,3840,2160,102.46,motorola
tcl 65t6g 65 inch (165 cm) qled 4k tv,Tcl,65t6g 6,65,54990,Mid-range,4K,3840x2160,Black,3840,2160,67.78,tcl
samsung qa55qe1cakl 55 inch (139 cm) qled 4k tv,Samsung,qa55qe1cakl 5,55,65990,High-end,4K,3840x2160,Other,3840,2160,80.11,samsung
acer ar43gt2851udfl 43 inch (109 cm) led 4k tv,Acer,ar43gt2851udfl 4,43,24999,Affordable,4K,3840x2160,Black,3840,2160,102.46,acer
infinix 55w1 55 inch (139 cm) qled 4k tv,Infinix,55w1 5,55,37999,Mid-range,4K,3840x2160,Black,3840,2160,80.11,infinix
infinix 65w1 65 inch (165 cm) qled 4k tv,Infinix,65w1 6,65,47999,Mid-range,4K,3840x2160,Black,3840,2160,67.78,infinix
tcl 85p745 85 inch (215 cm) led 4k tv,Tcl,85p745 8,85,157990,Premium,4K,3840x2160,Black,3840,2160,51.83,tcl
iffalcon iff43q73 43 inch (109 cm) qled 4k tv,Iffalcon,iff43q73 4,43,22999,Affordable,4K,3840x2160,Grey,3840,2160,102.46,iffalcon
iffalcon iff50q73 50 inch (127 cm) qled 4k tv,Iffalcon,iff50q73 5,50,31999,Mid-range,4K,3840x2160,Grey,3840,2160,88.12,iffalcon
motorola 65uhdadmrs7p 65 inch (165 cm) led 4k tv,Motorola,65uhdadmrs7p 6,65,54999,Mid-range,4K,3840x2160,Black,3840,2160,67.78,motorola
