Name,Brand,Model,Inches,Price,DisplayType,Resolution,Colour
sansui jsy24nshd 24 inch (60 cm) led hd-ready tv,sansui,jsy24nshd 2,24,7999,HD-Ready,1366x768,Black
samsung ua32t4350ak 32 inch (81 cm) led hd-ready tv,samsung,ua32t4350ak 3,32,21790,HD-Ready,1366x768,Black
adsun a-4300s/f 43 inch (109 cm) led full hd tv,adsun,a-4300s/f 4,43,23899,Full HD,1920x1080,Black
samsung ua32t4050ar 32 inch (81 cm) led hd-ready tv,samsung,ua32t4050ar 3,32,17290,HD-Ready,1366x768,Black
xelectron 32xetv 32 inch (81 cm) led hd-ready tv,xelectron,32xetv 3,32,8999,HD-Ready,1366x768,Black
xelectron 43xetv 43 inch (109 cm) led 4k tv,xelectron,43xetv 4,43,18999,4K,3840x2160,Black
tcl 65c635 65 inch (165 cm) qled 4k tv,tcl,65c635 6,65,164990,4K,3840x2160,Black
onida nexg 32hit 32 inch (81 cm) led hd-ready tv,onida,nexg 32hit 3,32,11999,HD-Ready,1366x768,Black
sony bravia kd-43x70l 43 inch (109 cm) led 4k tv,sony,bravia kd-43x70l 4,43,43690,4K,3840x2160,Black
dyanora omega dy-ld65u2s-001 65 inch (165 cm) led 4k tv,dyanora,omega dy-ld65u2s-001 6,65,46999,4K,3840x2160,Black
dyanora dy-ld40h3s 40 inch (101 cm) led hd-ready tv,dyanora,dy-ld40h3s 4,40,13499,HD-Ready,1366x768,Black
croma crel040fof024601 40 inch (101 cm) led full hd tv,croma,crel040fof024601 4,40,20990,Full HD,1920x1080,Black
lg 43lm6360ptb 43 inch (109 cm) led full hd tv,lg,43lm6360ptb 4,43,43000,Full HD,1920x1080,Black
dyanora sigma dy-ld43f4s 43 inch (109 cm) led full hd tv,dyanora,sigma dy-ld43f4s 4,43,14499,Full HD,1920x1080,56 x 30 mm
samsung ua32t4410ak 32 inch (81 cm) led hd-ready tv,samsung,ua32t4410ak 3,32,20690,HD-Ready,1366x768,Black
samsung qa55qn90aak 55 inch (139 cm) qled 4k tv,samsung,qa55qn90aak 5,55,119990,4K,3840x2160,Other
philips 43pft6815/94 43 inch (109 cm) led full hd tv,philips,43pft6815/94 4,43,26989,Full HD,1920x1080,Black
sony bravia xr-65x90j 65 inch (165 cm) led 4k tv,sony,bravia xr-65x90j 6,65,139990,4K,3840x2160,Black
samsung ua43t5350ak 43 inch (109 cm) led full hd tv,samsung,ua43t5350ak 4,43,34990,Full HD,1920x1080,Black
acer w series ar55ar2851qd 55 inch (139 cm) qled 4k tv,acer,w series ar55ar2851qd 5,55,46999,4K,3840x2160,Black
sony bravia kd-55x85j 55 inch (139 cm) led 4k tv,sony,bravia kd-55x85j 5,55,79990,4K,3840x2160,Black
tcl 43s5200 43 inch (109 cm) led full hd tv,tcl,43s5200 4,43,22401,Full HD,1920x1080,Black
sony bravia kd-65x85j 65 inch (165 cm) led 4k tv,sony,bravia kd-65x85j 6,65,175640,4K,3840x2160,Silver
tcl 55p725 55 inch (139 cm) led 4k tv,tcl,55p725 5,55,39988,4K,3840x2160,Black
haier le43k6600uga 43 inch (109 cm) led 4k tv,haier,le43k6600uga 4,43,33999,4K,3840x2160,Black
haier l43eg 43 inch (109 cm) led 4k tv,haier,l43eg 4,43,32990,4K,3840x2160,Grey
haier l55eg 55 inch (139 cm) led 4k tv,haier,l55eg 5,55,44990,4K,3840x2160,Grey
tcl l65p2mus 65 inch (165 cm) led 4k tv,tcl,l65p2mus 6,65,79999,4K,3840x2160,Black
haier l65eg 65 inch (165 cm) led 4k tv,haier,l65eg 6,65,64990,4K,3840x2160,Grey
power guard pg32n 32 inch (81 cm) led hd-ready tv,power,guard pg32n 3,32,7499,HD-Ready,1366x768,Black
hyundai smthy32hdb52yw 32 inch (81 cm) led hd-ready tv,hyundai,smthy32hdb52yw 3,32,11490,HD-Ready,1366x768,Black
sony bravia kd-50x80l 50 inch (127 cm) led 4k tv,sony,bravia kd-50x80l 5,50,75990,4K,3840x2160,Black
sony bravia kd-43x80l 43 inch (109 cm) led 4k tv,sony,bravia kd-43x80l 4,43,66490,4K,3840x2160,Black
toshiba 55u7980 55 inch (139 cm) led 4k tv,toshiba,55u7980 5,55,48999,4K,3840x2160,Black
sony bravia kd-50x70l 50 inch (127 cm) led 4k tv,sony,bravia kd-50x70l 5,50,55090,4K,3840x2160,Black
power guard pg32s1 32 inch (81 cm) led hd-ready tv,power,guard pg32s1 3,32,9499,HD-Ready,1366x768,Black
samsung ua32t4310ak 32 inch (81 cm) led hd-ready tv,samsung,ua32t4310ak 3,32,20290,HD-Ready,1366x768,Black
tcl 65p615 65 inch (165 cm) led 4k tv,tcl,65p615 6,65,58990,4K,3840x2160,Black
sony bravia kd-85x80l 85 inch (215 cm) led 4k tv,sony,bravia kd-85x80l 8,85,284990,4K,3840x2160,Black
lg oled55cxpta 55 inch (139 cm) oled 4k tv,lg,oled55cxpta 5,55,121864,4K,3840x2160,Black
tcl 55c755 55 inch (139 cm) qd-mini led 4k tv,tcl,55c755 5,55,79990,Mini LED 4K,3840x2160,Black
tcl 75c755 75 inch (190 cm) qd-mini led 4k tv,tcl,75c755 7,75,159990,Mini LED 4K,3840x2160,Black
dyanora dy-ld43f2s 43 inch (109 cm) led full hd tv,dyanora,dy-ld43f2s 4,43,15499,Full HD,1920x1080,Black
lloyd 50qs850e 50 inch (127 cm) qled 4k tv,lloyd,50qs850e 5,50,38990,4K,3840x2160,Black
lloyd 43qs850e 43 inch (109 cm) qled 4k tv,lloyd,43qs850e 4,43,29999,4K,3840x2160,Black
lloyd 55qs850e 55 inch (139 cm) qled 4k tv,lloyd,55qs850e 5,55,44990,4K,3840x2160,Black
croma crel7365 43 inch (109 cm) led full hd tv,croma,crel7365 4,43,23990,Full HD,1920x1080,Black
tcl 85c755 85 inch (215 cm) qd-mini led 4k tv,tcl,85c755 8,85,259990,Mini LED 4K,3840x2160,Black
tcl 65c755 65 inch (165 cm) qd-mini led 4k tv,tcl,65c755 6,65,109990,Mini LED 4K,3840x2160,Black
sony bravia xr-65x90l 65 inch (165 cm) led 4k tv,sony,bravia xr-65x90l 6,65,156740,4K,3840x2160,Black
sony bravia xr-75x90l 75 inch (190 cm) led 4k tv,sony,bravia xr-75x90l 7,75,251740,4K,3840x2160,Black
sony bravia xr-55x90l 55 inch (139 cm) led 4k tv,sony,bravia xr-55x90l 5,55,118740,4K,3840x2160,Black
samsung ua43t5450ak 43 inch (109 cm) led full hd tv,samsung,ua43t5450ak 4,43,26990,Full HD,1920x1080,Black
sony bravia kd-55x9000h 55 inch (139 cm) led 4k tv,sony,bravia kd-55x9000h 5,55,94147,4K,3840x2160,Black
power guard pg43fsvc 43 inch (109 cm) led full hd tv,power,guard pg43fsvc 4,43,18999,Full HD,1920x1080,Black
power guard pg55f4k 55 inch (139 cm) led 4k tv,power,guard pg55f4k 5,55,31899,4K,3840x2160,Black
power guard pg50f4k 50 inch (127 cm) led 4k tv,power,guard pg50f4k 5,50,26999,4K,3840x2160,Black
detel di55ska 55 inch (139 cm) led 4k tv,detel,di55ska 5,55,89999,4K,3840x2160,Black
marq 32hdgdqbsxp 32 inch (81 cm) led hd-ready tv,marq,32hdgdqbsxp 3,32,9999,HD-Ready,1366x768,Black
candy ca6560cqled 65 inch (165 cm) qled 4k tv,candy,ca6560cqled 6,65,52990,4K,3840x2160,Black
lg 43um7790pta 43 inch (109 cm) led 4k tv,lg,43um7790pta 4,43,41990,4K,3840x2160,Black
candy ca43c9 43 inch (109 cm) led full hd tv,candy,ca43c9 4,43,17990,Full HD,1920x1080,Black
sony bravia xr-65a95k 65 inch (165 cm) oled 4k tv,sony,bravia xr-65a95k 6,65,309990,4K,3840x2160,Other
samsung ua32n4000ak 32 inch (81 cm) led hd-ready tv,samsung,ua32n4000ak 3,32,13633,HD-Ready,1366x768,Black
samsung ua32n4003ar 32 inch (81 cm) led hd-ready tv,samsung,ua32n4003ar 3,32,13633,HD-Ready,1366x768,Black
lg oled65bxpta 65 inch (165 cm) oled 4k tv,lg,oled65bxpta 6,65,183080,4K,3840x2160,Black
hyundai uhdhy55wsr4byi5 55 inch (139 cm) led 4k tv,hyundai,uhdhy55wsr4byi5 5,55,35999,4K,3840x2160,Black
lg 32lq636bpsa 32 inch (81 cm) led hd-ready tv,lg,32lq636bpsa 3,32,21400,HD-Ready,1366x768,White
lg 55nano80tna 55 inch (139 cm) led 4k tv,lg,55nano80tna 5,55,54990,4K,3840x2160,Black
vu 75-qdv 75 inch (190 cm) led 4k tv,vu,75-qdv 7,75,98141,4K,3840x2160,Black
lg 32lq570bpsa 32 inch (81 cm) led hd-ready tv,lg,32lq570bpsa 3,32,16490,HD-Ready,1366x768,Black
lg 55lh600t 55 inch (139 cm) led full hd tv,lg,55lh600t 5,55,84490,Full HD,1920x1080,Black
hyundai smthy43fhdb52vryvt 43 inch (109 cm) led full hd tv,hyundai,smthy43fhdb52vryvt 4,43,17990,Full HD,1920x1080,Black
lg 50um7700pta 50 inch (127 cm) led 4k tv,lg,50um7700pta 5,50,54999,4K,3840x2160,Black
lg 55sk8500pta 55 inch (139 cm) led 4k tv,lg,55sk8500pta 5,55,112011,4K,3840x2160,Black
lg oled55c2psc 55 inch (139 cm) oled evo 4k tv,lg,oled55c2psc 5,55,119990,EVO 4K,3840x2160,Black
lg oled42c2psa 42 inch (106 cm) oled 4k tv,lg,oled42c2psa 4,42,87990,4K,3840x2160,Black
lg 55nano86tna 55 inch (139 cm) led 4k tv,lg,55nano86tna 5,55,81800,4K,3840x2160,Black
nokia 65cauhdn 65 inch (165 cm) led 4k tv,nokia,65cauhdn 6,65,64999,4K,3840x2160,Black
samsung ua55tu8000k 55 inch (139 cm) led 4k tv,samsung,ua55tu8000k 5,55,54990,4K,3840x2160,Black
lg 32lm576bptc 32 inch (81 cm) led hd-ready tv,lg,32lm576bptc 3,32,23247,HD-Ready,1366x768,Black
lg oled48c2psa 48 inch (121 cm) oled 4k tv,lg,oled48c2psa 4,48,94891,4K,3840x2160,Black
lg 43up7740ptz 43 inch (109 cm) led 4k tv,lg,43up7740ptz 4,43,36990,4K,3840x2160,Black
sansui jsw70asuhdff 70 inch (177 cm) led 4k tv,sansui,jsw70asuhdff 7,70,65402,4K,3840x2160,Other
lg oled55b9pta 55 inch (139 cm) oled 4k tv,lg,oled55b9pta 5,55,125990,4K,3840x2160,Black
lg oled55c9pta 55 inch (139 cm) oled 4k tv,lg,oled55c9pta 5,55,149999,4K,3840x2160,Black
samsung ua32n4100ar 32 inch (81 cm) led hd-ready tv,samsung,ua32n4100ar 3,32,13633,HD-Ready,1366x768,Black
samsung ua49nu7100k 49 inch (124 cm) led 4k tv,samsung,ua49nu7100k 4,49,64499,4K,3840x2160,Black
samsung ua43au7600k 43 inch (109 cm) led 4k tv,samsung,ua43au7600k 4,43,39990,4K,3840x2160,Black
lloyd 32ws550e 32 inch (81 cm) led hd-ready tv,lloyd,32ws550e 3,32,19999,HD-Ready,1366x768,Black
sony bravia kd-43w880k 43 inch (109 cm) led full hd tv,sony,bravia kd-43w880k 4,43,40990,Full HD,1920x1080,Black
lg oled55c8pta 55 inch (139 cm) oled 4k tv,lg,oled55c8pta 5,55,156999,4K,3840x2160,Black
imee premium 32s 32 inch (81 cm) led hd-ready tv,imee,premium 32s 3,32,9399,HD-Ready,1366x768,"Black,Silver,White,Other"
onida 55uiv 55 inch (139 cm) led 4k tv,onida,55uiv 5,55,36999,4K,3840x2160,Black
power guard pg32gtv 32 inch (81 cm) led hd-ready tv,power,guard pg32gtv 3,32,10999,HD-Ready,1366x768,Black
samsung qa75qn90cak 75 inch (190 cm) qled 4k tv,samsung,qa75qn90cak 7,75,429990,4K,3840x2160,Other
samsung qa65qn90cak 65 inch (165 cm) neo qled 4k tv,samsung,qa65qn90cak 6,65,239990,QLED 4K,3840x2160,Black
samsung qa50qn90cak 50 inch (127 cm) neo qled 4k tv,samsung,qa50qn90cak 5,50,141990,QLED 4K,3840x2160,Grey
samsung qa55qn90cak 55 inch (139 cm) neo qled 4k tv,samsung,qa55qn90cak 5,55,177990,QLED 4K,3840x2160,Grey
samsung qa65qn85cak 65 inch (165 cm) neo qled 4k tv,samsung,qa65qn85cak 6,65,214990,QLED 4K,3840x2160,Black
samsung qa85qn90cak 85 inch (215 cm) neo qled 4k tv,samsung,qa85qn90cak 8,85,634990,QLED 4K,3840x2160,Other
samsung qa65qn90aak 65 inch (165 cm) qled 4k tv,samsung,qa65qn90aak 6,65,179990,4K,3840x2160,"Black,Other"
lg 65nano86tna 65 inch (165 cm) led 4k tv,lg,65nano86tna 6,65,102837,4K,3840x2160,Black
samsung ua43au8000k 43 inch (109 cm) led 4k tv,samsung,ua43au8000k 4,43,43215,4K,3840x2160,Black
lg oled65cxpta 65 inch (165 cm) oled 4k tv,lg,oled65cxpta 6,65,169990,4K,3840x2160,Black
samsung ua32t4360ak 32 inch (81 cm) led hd-ready tv,samsung,ua32t4360ak 3,32,17990,HD-Ready,1366x768,Black
samsung ua43au7700k 43 inch (109 cm) led 4k tv,samsung,ua43au7700k 4,43,36990,4K,3840x2160,Other
lg 55uk6500ptc 55 inch (139 cm) led 4k tv,lg,55uk6500ptc 5,55,104990,4K,3840x2160,Black
samsung ua55au7600k 55 inch (139 cm) led 4k tv,samsung,ua55au7600k 5,55,47990,4K,3840x2160,Black
sony bravia xr-65a80l 65 inch (165 cm) oled 4k tv,sony,bravia xr-65a80l 6,65,251740,4K,3840x2160,Black
lg 55nano91tna 55 inch (139 cm) led 4k tv,lg,55nano91tna 5,55,140520,4K,3840x2160,Black
vu 65ca 65 inch (165 cm) led 4k tv,vu,65ca 6,65,39999,4K,3840x2160,Black
lg 55uq8040psb 55 inch (139 cm) led 4k tv,lg,55uq8040psb 5,55,50999,4K,3840x2160,Black
samsung ua43au9070ul 43 inch (109 cm) led 4k tv,samsung,ua43au9070ul 4,43,46065,4K,3840x2160,Black
lg 49nano80tna 49 inch (124 cm) led 4k tv,lg,49nano80tna 4,49,54990,4K,3840x2160,Black
micromax 32 binge box 32 inch (81 cm) led hd-ready tv,micromax,32 binge box 3,32,11990,HD-Ready,1366x768,Black
sony bravia xr-83a80l 83 inch (210 cm) oled 4k tv,sony,bravia xr-83a80l 8,83,617490,4K,3840x2160,Black
tcl 65c825 65 inch (165 cm) qled 4k tv,tcl,65c825 6,65,89990,4K,3840x2160,Black
lg oled55b8pta 55 inch (139 cm) oled 4k tv,lg,oled55b8pta 5,55,159999,4K,3840x2160,Black
samsung ua55nu7470u 55 inch (139 cm) led 4k tv,samsung,ua55nu7470u 5,55,111490,4K,3840x2160,Black
lg 55up7740ptz 55 inch (139 cm) led 4k tv,lg,55up7740ptz 5,55,49990,4K,3840x2160,Black
lg 43up7550ptz 43 inch (109 cm) led 4k tv,lg,43up7550ptz 4,43,36990,4K,3840x2160,Black
lg oled55g1ptz 55 inch (139 cm) oled 4k tv,lg,oled55g1ptz 5,55,144990,4K,3840x2160,Black
samsung qa55q60rak 55 inch (139 cm) qled 4k tv,samsung,qa55q60rak 5,55,121999,4K,3840x2160,Black
samsung qa55q60tak 55 inch (139 cm) qled 4k tv,samsung,qa55q60tak 5,55,92990,4K,3840x2160,Black
lg 43uq8040psb 43 inch (109 cm) led 4k tv,lg,43uq8040psb 4,43,39990,4K,3840x2160,Black
samsung qa85qn90bak 85 inch (215 cm) neo qled 4k tv,samsung,qa85qn90bak 8,85,729990,QLED 4K,3840x2160,Other
samsung qa75qn90bak 75 inch (190 cm) neo qled 4k tv,samsung,qa75qn90bak 7,75,489990,QLED 4K,3840x2160,Other
samsung qa50qn90bak 50 inch (127 cm) neo qled 4k tv,samsung,qa50qn90bak 5,50,114990,QLED 4K,3840x2160,Other
samsung qa65qn90bak 65 inch (165 cm) neo qled 4k tv,samsung,qa65qn90bak 6,65,254990,QLED 4K,3840x2160,Other
samsung ua55au8000k 55 inch (139 cm) led 4k tv,samsung,ua55au8000k 5,55,51990,4K,3840x2160,Black
zebronics zeb-32p2 32 inch (81 cm) led hd-ready tv,zebronics,zeb-32p2 3,32,11999,HD-Ready,1366x768,Black
zebronics zeb-32p1 32 inch (81 cm) led hd-ready tv,zebronics,zeb-32p1 3,32,10999,HD-Ready,1366x768,Black
adsun c-3200sf/s 32 inch (81 cm) led hd-ready tv,adsun,c-3200sf/s 3,32,9475,HD-Ready,1366x768,Black
zebronics zeb-55w2 55 inch (139 cm) led 4k tv,zebronics,zeb-55w2 5,55,33490,4K,3840x2160,Black
lg 55up8000ptz 55 inch (139 cm) led 4k tv,lg,55up8000ptz 5,55,52095,4K,3840x2160,Black
bpl 43f-a4301 43 inch (109 cm) led full hd tv,bpl,43f-a4301 4,43,22490,Full HD,1920x1080,Black
lg 24lp520v 24 inch (60 cm) led full hd tv,lg,24lp520v 2,24,13835,Full HD,1920x1080,Black
lg 32lq6360psa 32 inch (81 cm) led full hd tv,lg,32lq6360psa 3,32,24990,Full HD,1920x1080,Black
samsung ua32t4390ak 32 inch (81 cm) led 4k tv,samsung,ua32t4390ak 3,32,16990,4K,3840x2160,Black
samsung ua43bu8000k 43 inch (109 cm) led 4k tv,samsung,ua43bu8000k 4,43,49990,4K,3840x2160,Black
samsung qa65qn85bak 65 inch (165 cm) neo qled 4k tv,samsung,qa65qn85bak 6,65,234990,QLED 4K,3840x2160,Other
samsung qa55qn85bak 55 inch (139 cm) neo qled 4k tv,samsung,qa55qn85bak 5,55,169990,QLED 4K,3840x2160,Other
samsung ua43au7500k 43 inch (109 cm) led 4k tv,samsung,ua43au7500k 4,43,33890,4K,3840x2160,Other
panasonic viera th-55fx600d 55 inch (139 cm) led 4k tv,panasonic,viera th-55fx600d 5,55,69999,4K,3840x2160,Black
samsung ua49nu8000k 49 inch (124 cm) led 4k tv,samsung,ua49nu8000k 4,49,97990,4K,3840x2160,Black
samsung ua55bu8000k 55 inch (139 cm) led 4k tv,samsung,ua55bu8000k 5,55,75990,4K,3840x2160,Black
cellecor 32cs 32 inch (81 cm) led full hd tv,cellecor,32cs 3,32,10899,Full HD,1920x1080,Black
cellecor 24cs 24 inch (60 cm) led hd-ready tv,cellecor,24cs 2,24,6444,HD-Ready,1366x768,Black
cellecor 40cs 40 inch (101 cm) led full hd tv,cellecor,40cs 4,40,16199,Full HD,1920x1080,Black
candy c43ka66 43 inch (109 cm) led full hd tv,candy,c43ka66 4,43,13999,Full HD,1920x1080,Black
oneplus y1s edge 32 inch (81 cm) led hd-ready tv,oneplus,y1s edge 3,32,15999,HD-Ready,1366x768,Black
cellecor e32x 32 inch (81 cm) led full hd tv,cellecor,e32x 3,32,10499,Full HD,1920x1080,Black
croma crel043uoa024601 43 inch (109 cm) led 4k tv,croma,crel043uoa024601 4,43,31990,4K,3840x2160,Black
samsung ua32t4600ak 32 inch (81 cm) led hd-ready tv,samsung,ua32t4600ak 3,32,22490,HD-Ready,1366x768,Black
panasonic th-32ms550dx 32 inch (81 cm) led hd-ready tv,panasonic,th-32ms550dx 3,32,15670,HD-Ready,1366x768,Black
tcl 55c835 55 inch (139 cm) led 4k tv,tcl,55c835 5,55,119990,4K,3840x2160,Black
samsung ua50ku6000k 50 inch (127 cm) led 4k tv,samsung,ua50ku6000k 5,50,103990,4K,3840x2160,Black
candy ca65u50led 65 inch (165 cm) led 4k tv,candy,ca65u50led 6,65,47490,4K,3840x2160,Silver
akai aklt32s-dfl9w 32 inch (81 cm) led hd-ready tv,akai,aklt32s-dfl9w 3,32,24990,HD-Ready,1366x768,Black
samsung qa50q60aak 50 inch (127 cm) qled 4k tv,samsung,qa50q60aak 5,50,64990,4K,3840x2160,Black
croma crel7368 55 inch (139 cm) led 4k tv,croma,crel7368 5,55,38990,4K,3840x2160,Black
lg oled65c9pta 65 inch (165 cm) oled 4k tv,lg,oled65c9pta 6,65,262999,4K,3840x2160,Black
tcl s series 32s5403a 32 inch (81 cm) led hd-ready tv,tcl,s series 32s5403a 3,32,16490,HD-Ready,1366x768,Black
samsung ua55au7700k 55 inch (139 cm) led 4k tv,samsung,ua55au7700k 5,55,56990,4K,3840x2160,Other
samsung qa55q7fnak 55 inch (139 cm) qled 4k tv,samsung,qa55q7fnak 5,55,109999,4K,3840x2160,Black
samsung ua65nu7470u 65 inch (165 cm) led 4k tv,samsung,ua65nu7470u 6,65,159500,4K,3840x2160,Black
lg 50uq8040psb 50 inch (127 cm) led 4k tv,lg,50uq8040psb 5,50,47990,4K,3840x2160,Black
lloyd 43fs550c 43 inch (109 cm) led full hd tv,lloyd,43fs550c 4,43,28990,Full HD,1920x1080,Black
samsung qa55qn95bak 55 inch (139 cm) neo qled 4k tv,samsung,qa55qn95bak 5,55,214990,QLED 4K,3840x2160,Other
samsung qa65qn95bak 65 inch (165 cm) neo qled 4k tv,samsung,qa65qn95bak 6,65,289990,QLED 4K,3840x2160,Other
croma crel7367 50 inch (127 cm) led 4k tv,croma,crel7367 5,50,31990,4K,3840x2160,Black
samsung ua43t5500ak 43 inch (109 cm) led full hd tv,samsung,ua43t5500ak 4,43,37990,Full HD,1920x1080,Black
onida nexg 75uig 75 inch (190 cm) led 4k tv,onida,nexg 75uig 7,75,78999,4K,3840x2160,Black
samsung qa55q80bak 55 inch (139 cm) qled 4k tv,samsung,qa55q80bak 5,55,135990,4K,3840x2160,Other
lg 32lm6360ptb 32 inch (81 cm) led hd-ready tv,lg,32lm6360ptb 3,32,19999,HD-Ready,1366x768,Black
samsung qa43q60aak 43 inch (109 cm) qled 4k tv,samsung,qa43q60aak 4,43,47990,4K,3840x2160,Black
lg 75um7600pta 75 inch (190 cm) led 4k tv,lg,75um7600pta 7,75,188999,4K,3840x2160,Black
samsung qa65q70rak 65 inch (165 cm) qled 4k tv,samsung,qa65q70rak 6,65,224999,4K,3840x2160,Black
lg 55uq9000psd 55 inch (139 cm) led 4k tv,lg,55uq9000psd 5,55,59990,4K,3840x2160,Grey
lg 65nano83tpz 65 inch (165 cm) led 4k tv,lg,65nano83tpz 6,65,99900,4K,3840x2160,Black
lg 55nano83tpz 55 inch (139 cm) led 4k tv,lg,55nano83tpz 5,55,73217,4K,3840x2160,Black
samsung ua50au7700k 50 inch (127 cm) led 4k tv,samsung,ua50au7700k 5,50,49490,4K,3840x2160,Other
samsung qa85qn900ck 85 inch (215 cm) neo qled 8k uhd tv,samsung,qa85qn900ck 8,85,1224990,QLED 8K UHD,7680x4320,Other
samsung qa50q60bak 50 inch (127 cm) qled 4k tv,samsung,qa50q60bak 5,50,75990,4K,3840x2160,Black
samsung ua75nu8000k 75 inch (190 cm) led 4k tv,samsung,ua75nu8000k 7,75,374990,4K,3840x2160,Other
lg lx1 pose 48lx1qpsa 48 inch (121 cm) oled evo 4k tv,lg,lx1 pose 48lx1qpsa 4,48,104990,EVO 4K,3840x2160,White
samsung qa55q60bak 55 inch (139 cm) qled 4k tv,samsung,qa55q60bak 5,55,90990,4K,3840x2160,Black
samsung ua43t5770au 43 inch (109 cm) led full hd tv,samsung,ua43t5770au 4,43,38990,Full HD,1920x1080,Black
acer ar32gt2841hdfl 32 inch (81 cm) led hd-ready tv,acer,ar32gt2841hdfl 3,32,13499,HD-Ready,1366x768,Black
lg oled65c2psc 65 inch (165 cm) oled evo 4k tv,lg,oled65c2psc 6,65,179990,EVO 4K,3840x2160,Black
imee elite 32sfl 32 inch (81 cm) led hd-ready tv,imee,elite 32sfl 3,32,11609,HD-Ready,1366x768,White
sony bravia kd-85x85k 85 inch (215 cm) led 4k tv,sony,bravia kd-85x85k 8,85,309990,4K,3840x2160,Black
lg oled55b2psa 55 inch (139 cm) oled 4k tv,lg,oled55b2psa 5,55,114990,4K,3840x2160,Black
bpl 32h-a4301 32 inch (81 cm) led hd-ready tv,bpl,32h-a4301 3,32,13225,HD-Ready,1366x768,Black
haier le32k6200ga 32 inch (81 cm) led hd-ready tv,haier,le32k6200ga 3,32,18490,HD-Ready,1366x768,Black
samsung ua55au7500k 55 inch (139 cm) led 4k tv,samsung,ua55au7500k 5,55,48990,4K,3840x2160,Other
lg 55un7190pta 55 inch (139 cm) led 4k tv,lg,55un7190pta 5,55,70200,4K,3840x2160,Black
lg oled65gxpta 65 inch (165 cm) oled 4k tv,lg,oled65gxpta 6,65,209990,4K,3840x2160,Black
lg 65uk7500pta 65 inch (165 cm) led 4k tv,lg,65uk7500pta 6,65,102060,4K,3840x2160,Grey
iffalcon 55h82 55 inch (139 cm) qled 4k tv,iffalcon,55h82 5,55,86490,4K,3840x2160,Black
samsung ua65bu8570u 65 inch (165 cm) led 4k tv,samsung,ua65bu8570u 6,65,120990,4K,3840x2160,Black
samsung ua32t4900ak 32 inch (81 cm) led hd-ready tv,samsung,ua32t4900ak 3,32,25490,HD-Ready,1366x768,Black
lloyd 32hs451c 32 inch (81 cm) led hd-ready tv,lloyd,32hs451c 3,32,15950,HD-Ready,1366x768,Black
samsung qa65q8cnak 65 inch (165 cm) qled 4k tv,samsung,qa65q8cnak 6,65,469900,4K,3840x2160,Black
t-series tx-24bis 24 inch (60 cm) led hd-ready tv,t-series,tx-24bis 2,24,6990,HD-Ready,1366x768,Black
samsung ua75tu8000k 75 inch (190 cm) led 4k tv,samsung,ua75tu8000k 7,75,174990,4K,3840x2160,Black
acer ar55gt2851udfl 55 inch (139 cm) led 4k tv,acer,ar55gt2851udfl 5,55,37490,4K,3840x2160,Black
haier l43fg 43 inch (109 cm) led 4k tv,haier,l43fg 4,43,24990,4K,3840x2160,Black
samsung qa55s90cak 55 inch (139 cm) oled 4k tv,samsung,qa55s90cak 5,55,144990,4K,3840x2160,Other
lg oled48c1ptz 48 inch (121 cm) oled 4k tv,lg,oled48c1ptz 4,48,94990,4K,3840x2160,Black
lg 55up7550ptz 55 inch (139 cm) led 4k tv,lg,55up7550ptz 5,55,49990,4K,3840x2160,Black
samsung qa55q8cnak 55 inch (139 cm) qled 4k tv,samsung,qa55q8cnak 5,55,274900,4K,3840x2160,Black
samsung qa65q60rak 65 inch (165 cm) qled 4k tv,samsung,qa65q60rak 6,65,198599,4K,3840x2160,Black
lg 43ur7790psa 43 inch (109 cm) led 4k tv,lg,43ur7790psa 4,43,42990,4K,3840x2160,Black
haier 65e9 65 inch (165 cm) led 4k tv,haier,65e9 6,65,70990,4K,3840x2160,Black
samsung qa75qn800ck 75 inch (190 cm) neo qled 8k uhd tv,samsung,qa75qn800ck 7,75,709990,QLED 8K UHD,7680x4320,Other
haier le43a9000 43 inch (109 cm) lcd 4k tv,haier,le43a9000 4,43,30990,4K,3840x2160,Black
lg 65uq8040psb 65 inch (165 cm) led 4k tv,lg,65uq8040psb 6,65,73990,4K,3840x2160,Black
panasonic viera th-43jx660dx 43 inch (109 cm) led 4k tv,panasonic,viera th-43jx660dx 4,43,41490,4K,3840x2160,Black
lg oled65g2psa 65 inch (165 cm) oled evo 4k tv,lg,oled65g2psa 6,65,219990,EVO 4K,3840x2160,Black
samsung ua32t4450ak 32 inch (81 cm) led hd-ready tv,samsung,ua32t4450ak 3,32,22190,HD-Ready,1336x768,"Black,Other"
samsung qa55qn85aak 55 inch (139 cm) qled 4k tv,samsung,qa55qn85aak 5,55,89990,4K,3840x2160,Other
lg oled55b1ptz 55 inch (139 cm) oled 4k tv,lg,oled55b1ptz 5,55,114990,4K,3840x2160,Black
samsung qa65q60tak 65 inch (165 cm) qled 4k tv,samsung,qa65q60tak 6,65,109990,4K,3840x2160,Black
aiwa magnifiq av32hdx1 32 inch (81 cm) led full hd tv,aiwa,magnifiq av32hdx1 3,32,10790,Full HD,1920x1080,Black
lg 55nano80sqa 55 inch (139 cm) led 4k tv,lg,55nano80sqa 5,55,64990,4K,3840x2160,Black
hisense 75u80g 75 inch (190 cm) qled 8k uhd tv,hisense,75u80g 7,75,349990,8K UHD,7680x4320,Grey
